datetime	bbp_532nm	bbp_700nm
27-Oct-2016 01:10:44	0.00172246983311404	0.000977029897663209
27-Oct-2016 01:10:45	0.0035122936014875	0.00093504942335182
27-Oct-2016 01:10:46	0.00215783237136704	0.000977029897663209
27-Oct-2016 01:10:47	0.00196433790992126	0.00408358499670605
27-Oct-2016 01:10:48	0.00172246983311404	0.0167616882387457
27-Oct-2016 01:10:49	0.00177084344847548	0.00110297132059738
27-Oct-2016 01:10:50	0.00206108514064415	0.00580478444347302
27-Oct-2016 01:10:51	0.00201271152528271	0.00129188345499863
27-Oct-2016 01:10:53	0.00177084344847548	0.000872078711884735
27-Oct-2016 01:10:54	0.00181921706383693	0.00089306894904043
27-Oct-2016 01:10:55	0.00181921706383693	0.000872078711884735
27-Oct-2016 01:10:56	0.00162572260239115	0.00108198108344168
27-Oct-2016 01:10:57	0.00181921706383693	0.00185861985820239
27-Oct-2016 01:10:58	0.00206108514064415	0.000956039660507514
27-Oct-2016 01:10:59	0.00172246983311404	0.00093504942335182
27-Oct-2016 01:11:01	0.00181921706383693	0.0014388151150885
27-Oct-2016 01:11:02	0.00181921706383693	0.000977029897663209
27-Oct-2016 01:11:03	0.00186759067919837	0.00112396155775307
27-Oct-2016 01:11:04	0.00186759067919837	0.00108198108344168
27-Oct-2016 01:11:05	0.00181921706383693	0.000956039660507514
27-Oct-2016 02:40:44	0.00186759067919837	0.00108198108344168
27-Oct-2016 02:40:45	0.00167409621775259	0.0014388151150885
27-Oct-2016 02:40:46	0.00230295321745137	0.00110297132059738
27-Oct-2016 02:40:47	0.0068500730614272	0.0014388151150885
27-Oct-2016 02:40:48	0.00196433790992126	0.000914059186196125
27-Oct-2016 02:40:49	0.00172246983311404	0.00106099084628599
27-Oct-2016 02:40:50	0.00181921706383693	0.000830098237573345
27-Oct-2016 02:40:51	0.00177084344847548	0.000914059186196125
27-Oct-2016 02:40:53	0.00181921706383693	0.00089306894904043
27-Oct-2016 02:40:54	0.00177084344847548	0.00093504942335182
27-Oct-2016 02:40:55	0.00172246983311404	0.00116594203206446
27-Oct-2016 02:40:56	0.00191596429455982	0.00156475653802266
27-Oct-2016 02:40:57	0.00196433790992126	0.000998020134818904
27-Oct-2016 02:40:58	0.00172246983311404	0.000788117763261956
27-Oct-2016 02:40:59	0.00196433790992126	0.00118693226922016
27-Oct-2016 02:41:01	0.00341554637076461	0.00280318053020866
27-Oct-2016 02:41:02	0.00162572260239115	0.00150178582655558
27-Oct-2016 02:41:03	0.00186759067919837	0.00110297132059738
27-Oct-2016 02:41:04	0.00186759067919837	0.000956039660507514
27-Oct-2016 02:41:05	0.00186759067919837	0.00093504942335182
27-Oct-2016 04:10:44	0.0015773489870297	0.00104000060913029
27-Oct-2016 04:10:45	0.00191596429455982	0.00093504942335182
27-Oct-2016 04:10:46	0.00201271152528271	0.000872078711884735
27-Oct-2016 04:10:47	0.0015773489870297	0.0010190103719746
27-Oct-2016 04:10:48	0.00162572260239115	0.000704156814639176
27-Oct-2016 04:10:49	0.00172246983311404	0.000725147051794871
27-Oct-2016 04:10:50	0.0015773489870297	0.000914059186196125
27-Oct-2016 04:10:51	0.00138385452558392	0.000788117763261956
27-Oct-2016 04:10:53	0.00162572260239115	0.000977029897663209
27-Oct-2016 04:10:54	0.00215783237136704	0.000704156814639176
27-Oct-2016 04:10:55	0.00167409621775259	0.000956039660507514
27-Oct-2016 04:10:56	0.0015773489870297	0.00127089321784294
27-Oct-2016 04:10:57	0.00172246983311404	0.00576280396916163
27-Oct-2016 04:10:58	0.00196433790992126	0.00244634649856185
27-Oct-2016 04:10:59	0.00172246983311404	0.000725147051794871
27-Oct-2016 04:11:01	0.00181921706383693	0.000872078711884735
27-Oct-2016 04:11:02	0.00167409621775259	0.000872078711884735
27-Oct-2016 04:11:03	0.0015773489870297	0.000872078711884735
27-Oct-2016 04:11:04	0.00177084344847548	0.00116594203206446
27-Oct-2016 04:11:05	0.00152897537166826	0.00118693226922016
27-Oct-2016 05:40:44	0.00177084344847548	0.000830098237573345
27-Oct-2016 05:40:45	0.0015773489870297	0.000830098237573345
27-Oct-2016 05:40:46	0.00152897537166826	0.00093504942335182
27-Oct-2016 05:40:47	0.0015773489870297	0.00185861985820239
27-Oct-2016 05:40:48	0.00138385452558392	0.000872078711884735
27-Oct-2016 05:40:49	0.00167409621775259	0.000746137288950566
27-Oct-2016 05:40:50	0.00181921706383693	0.000956039660507514
27-Oct-2016 05:40:51	0.00172246983311404	0.00127089321784294
27-Oct-2016 05:40:53	0.00186759067919837	0.00131287369215433
27-Oct-2016 05:40:54	0.0015773489870297	0.00114495179490877
27-Oct-2016 05:40:55	0.00167409621775259	0.0010190103719746
27-Oct-2016 05:40:56	0.00249644767889715	0.000809108000417651
27-Oct-2016 05:40:57	0.00331879914004172	0.000809108000417651
27-Oct-2016 05:40:58	0.00162572260239115	0.0010190103719746
27-Oct-2016 05:40:59	0.00191596429455982	0.00089306894904043
27-Oct-2016 05:41:01	0.00186759067919837	0.000767127526106261
27-Oct-2016 05:41:02	0.00162572260239115	0.000977029897663209
27-Oct-2016 05:41:03	0.00167409621775259	0.000767127526106261
27-Oct-2016 05:41:04	0.00152897537166826	0.000956039660507514
27-Oct-2016 05:41:05	0.00167409621775259	0.00104000060913029
27-Oct-2016 07:10:44	0.00177084344847548	0.000977029897663209
27-Oct-2016 07:10:45	0.00186759067919837	0.00093504942335182
27-Oct-2016 07:10:46	0.00186759067919837	0.00162772724948975
27-Oct-2016 07:10:47	0.00230295321745137	0.00114495179490877
