date,bbp_532nm,bbp_700nm
01-Dec-2022 01:04:55,0.00075798768122152,0.000116522590810783
01-Dec-2022 01:04:57,0.000902009598195629,9.57742562894146e-05
01-Dec-2022 01:04:58,0.000613965764247411,7.50259217680462e-05
01-Dec-2022 01:04:59,0.000854002292537592,0.00028250926698173
01-Dec-2022 01:05:00,0.000709980375563483,-7.96741631742752e-06
01-Dec-2022 01:05:01,0.000709980375563483,5.42775872466778e-05
01-Dec-2022 01:05:02,0.000805994986879556,5.42775872466778e-05
01-Dec-2022 01:05:03,0.000661973069905447,0.000178767594374888
01-Dec-2022 01:05:04,0.000709980375563483,7.50259217680462e-05
01-Dec-2022 01:05:06,0.000661973069905447,7.50259217680462e-05
01-Dec-2022 01:05:07,0.000854002292537592,7.50259217680462e-05
01-Dec-2022 01:05:08,0.000709980375563483,0.000137270925332151
01-Dec-2022 01:05:09,0.00075798768122152,5.42775872466778e-05
01-Dec-2022 01:05:10,0.000709980375563483,7.50259217680462e-05
01-Dec-2022 01:05:11,0.000805994986879556,0.00015801925985352
01-Dec-2022 01:05:12,0.000854002292537592,0.00015801925985352
01-Dec-2022 01:05:14,0.00075798768122152,3.35292527253093e-05
01-Dec-2022 01:05:15,0.000805994986879556,9.57742562894146e-05
01-Dec-2022 01:05:16,0.000709980375563483,5.42775872466778e-05
01-Dec-2022 01:05:17,0.00075798768122152,3.35292527253093e-05
01-Dec-2022 02:34:55,0.000709980375563483,0.000137270925332151
01-Dec-2022 02:34:57,0.00075798768122152,0.000137270925332151
01-Dec-2022 02:34:58,0.00119005343214385,0.000241012597938994
01-Dec-2022 02:34:59,0.000709980375563483,0.000137270925332151
01-Dec-2022 02:35:00,0.00075798768122152,0.000116522590810783
01-Dec-2022 02:35:01,0.000709980375563483,0.000116522590810783
01-Dec-2022 02:35:02,0.000661973069905447,0.000178767594374888
01-Dec-2022 02:35:03,0.000854002292537592,9.57742562894146e-05
01-Dec-2022 02:35:04,0.00075798768122152,9.57742562894146e-05
01-Dec-2022 02:35:06,0.000709980375563483,0.000137270925332151
01-Dec-2022 02:35:07,0.000661973069905447,0.000178767594374888
01-Dec-2022 02:35:08,0.000854002292537592,0.000137270925332151
01-Dec-2022 02:35:09,0.000805994986879556,0.000137270925332151
01-Dec-2022 02:35:10,0.000709980375563483,0.00015801925985352
01-Dec-2022 02:35:11,0.000661973069905447,0.000116522590810783
