date,bbp_532nm,bbp_700nm
01-Dec-2023 00:30:39,0.000677109263310443,0.000214880201927903
01-Dec-2023 00:30:40,0.000318174134496909,0.000303651557221859
01-Dec-2023 00:30:41,0.000164344793576824,0.000259265879574881
01-Dec-2023 00:30:42,0.000318174134496909,0.000303651557221859
01-Dec-2023 00:30:43,0.000318174134496909,0.00028145871839837
01-Dec-2023 00:30:44,0.000215621240550186,0.000303651557221859
01-Dec-2023 00:30:45,0.000266897687523548,0.00028145871839837
01-Dec-2023 00:30:46,0.000472003475416995,0.000459001428986282
01-Dec-2023 00:30:48,0.000420727028443633,0.000348037234868837
01-Dec-2023 00:30:49,0.000215621240550186,0.000325844396045348
01-Dec-2023 00:30:50,0.000266897687523548,0.00028145871839837
01-Dec-2023 00:30:51,0.000318174134496909,0.000303651557221859
01-Dec-2023 00:30:52,0.000369450581470271,0.000259265879574881
01-Dec-2023 00:30:53,0.000369450581470271,0.000214880201927903
01-Dec-2023 00:30:54,0.000677109263310443,0.000348037234868837
01-Dec-2023 00:30:56,0.00108732083909734,0.000259265879574881
01-Dec-2023 00:30:57,0.00175391464975104,0.000370230073692326
01-Dec-2023 00:30:58,0.00149753241488423,0.000348037234868837
01-Dec-2023 00:30:59,0.000830938604230528,0.000259265879574881
01-Dec-2023 00:31:00,0.000472003475416995,0.000325844396045348
01-Dec-2023 02:30:38,0.000369450581470271,0.000214880201927903
01-Dec-2023 02:30:40,0.000266897687523548,0.000237073040751392
01-Dec-2023 02:30:41,0.000318174134496909,0.000303651557221859
01-Dec-2023 02:30:42,0.000318174134496909,0.000259265879574881
01-Dec-2023 02:30:43,0.000266897687523548,0.000237073040751392
01-Dec-2023 02:30:44,0.000318174134496909,0.000303651557221859
01-Dec-2023 02:30:45,0.000369450581470271,0.000259265879574881
01-Dec-2023 02:30:46,0.000266897687523548,0.000370230073692326
01-Dec-2023 02:30:48,0.000318174134496909,0.000303651557221859
01-Dec-2023 02:30:49,0.000369450581470271,0.000348037234868837
01-Dec-2023 02:30:50,0.000420727028443633,0.00147987201486678
01-Dec-2023 02:30:51,0.000164344793576824,0.000325844396045348
01-Dec-2023 02:30:52,0.000266897687523548,0.000259265879574881
01-Dec-2023 02:30:53,0.000318174134496909,0.000237073040751392
01-Dec-2023 02:30:54,0.000420727028443633,0.000303651557221859
01-Dec-2023 02:30:56,0.000369450581470271,0.000303651557221859
01-Dec-2023 02:30:57,0.000523279922390357,0.000459001428986282
01-Dec-2023 02:30:58,0.000266897687523548,0.00028145871839837
01-Dec-2023 02:30:59,0.000266897687523548,0.000303651557221859
01-Dec-2023 02:31:00,0.000215621240550186,0.000259265879574881
01-Dec-2023 04:30:39,0.000318174134496909,0.000237073040751392
01-Dec-2023 04:30:40,0.000266897687523548,0.000348037234868837
01-Dec-2023 04:30:41,0.000266897687523548,0.000259265879574881
01-Dec-2023 04:30:42,0.000318174134496909,0.000303651557221859
01-Dec-2023 04:30:43,0.000266897687523548,0.000237073040751392
