datetime	bbp_532nm	bbp_700nm
30-May-2023 00:45:09	0.000420727028443633	0.000370230073692326
30-May-2023 00:45:10	0.000728385710283804	0.000436808590162793
30-May-2023 00:45:11	0.000472003475416995	0.000459001428986282
30-May-2023 00:45:12	0.000472003475416995	0.000392422912515815
30-May-2023 00:45:13	0.000625832816337081	0.000414615751339304
30-May-2023 00:45:14	0.00729177092287413	0.000325844396045348
30-May-2023 00:45:15	0.000369450581470271	0.000481194267809771
30-May-2023 00:45:17	0.000574556369363719	0.000547772784280238
30-May-2023 00:45:18	0.000369450581470271	0.000370230073692326
30-May-2023 00:45:19	0.000420727028443633	0.000303651557221859
30-May-2023 00:45:20	0.000369450581470271	0.000348037234868837
30-May-2023 00:45:21	0.000369450581470271	0.000370230073692326
30-May-2023 00:45:22	0.000369450581470271	0.000370230073692326
30-May-2023 00:45:23	0.000420727028443633	0.000414615751339304
30-May-2023 00:45:24	0.000266897687523548	0.000436808590162793
30-May-2023 00:45:26	0.000266897687523548	0.0012357507878084
30-May-2023 00:45:27	0.000420727028443633	0.000370230073692326
30-May-2023 00:45:28	0.000318174134496909	0.000348037234868837
30-May-2023 00:45:29	0.000369450581470271	0.000348037234868837
30-May-2023 00:45:30	0.000420727028443633	0.000303651557221859
30-May-2023 02:15:09	0.000472003475416995	0.000414615751339304
30-May-2023 02:15:10	0.000523279922390357	0.000481194267809771
30-May-2023 02:15:11	0.000523279922390357	0.000392422912515815
30-May-2023 02:15:12	0.000369450581470271	0.000414615751339304
30-May-2023 02:15:13	0.000472003475416995	0.000392422912515815
30-May-2023 02:15:14	0.000472003475416995	0.000459001428986282
30-May-2023 02:15:15	0.000574556369363719	0.0103126218666154
30-May-2023 02:15:17	0.000318174134496909	0.000392422912515815
30-May-2023 02:15:18	0.000523279922390357	0.000459001428986282
30-May-2023 02:15:19	0.000523279922390357	0.000459001428986282
30-May-2023 02:15:20	0.000420727028443633	0.000348037234868837
30-May-2023 02:15:21	0.000472003475416995	0.000459001428986282
30-May-2023 02:15:22	0.000779662157257167	0.000459001428986282
30-May-2023 02:15:23	0.000523279922390357	0.000414615751339304
30-May-2023 02:15:24	0.000472003475416995	0.000481194267809771
30-May-2023 02:15:26	0.000472003475416995	0.000747508333691639
30-May-2023 02:15:27	0.000420727028443633	0.000414615751339304
30-May-2023 02:15:28	0.000472003475416995	0.00050338710663326
30-May-2023 02:15:29	0.000574556369363719	0.000436808590162793
30-May-2023 02:15:30	0.000472003475416995	0.000436808590162793
30-May-2023 03:45:09	0.000472003475416995	0.000392422912515815
30-May-2023 03:45:10	0.000472003475416995	0.000436808590162793
30-May-2023 03:45:11	0.000574556369363719	0.000370230073692326
30-May-2023 03:45:12	0.000574556369363719	0.000436808590162793
30-May-2023 03:45:13	0.000472003475416995	0.00050338710663326
30-May-2023 03:45:14	0.000318174134496909	0.000481194267809771
30-May-2023 03:45:15	0.000523279922390357	0.00050338710663326
30-May-2023 03:45:16	0.000472003475416995	0.000436808590162793
30-May-2023 03:45:18	0.000472003475416995	0.000436808590162793
30-May-2023 03:45:19	0.000472003475416995	0.000348037234868837
30-May-2023 03:45:20	0.000420727028443633	0.000348037234868837
30-May-2023 03:45:21	0.00257433780132483	0.000436808590162793
30-May-2023 03:45:22	0.000472003475416995	0.000414615751339304
30-May-2023 03:45:23	0.000523279922390357	0.000436808590162793
30-May-2023 03:45:24	0.000420727028443633	0.000348037234868837
30-May-2023 03:45:26	0.000420727028443633	0.000392422912515815
30-May-2023 03:45:27	0.000472003475416995	0.000370230073692326
30-May-2023 03:45:28	0.000420727028443633	0.00793798811250208
30-May-2023 03:45:29	0.000369450581470271	0.000436808590162793
30-May-2023 03:45:30	0.000574556369363719	0.000459001428986282
30-May-2023 05:15:09	0.000574556369363719	0.000547772784280238
30-May-2023 05:15:10	0.00088221505120389	0.000547772784280238
30-May-2023 05:15:11	0.000625832816337081	0.000569965623103727
30-May-2023 05:15:12	0.000625832816337081	0.00050338710663326
30-May-2023 05:15:13	0.000728385710283804	0.00114697943251444
30-May-2023 05:15:14	0.000625832816337081	0.000614351300750705
30-May-2023 05:15:15	0.000677109263310443	0.000569965623103727
30-May-2023 05:15:17	0.000625832816337081	0.000592158461927216
30-May-2023 05:15:18	0.000677109263310443	0.00141329349839631
30-May-2023 05:15:19	0.0011385972860707	0.000547772784280238
30-May-2023 05:15:20	0.000523279922390357	0.00176837891957213
30-May-2023 05:15:21	0.000523279922390357	0.000547772784280238
30-May-2023 05:15:22	0.000728385710283804	0.000569965623103727
30-May-2023 05:15:23	0.000625832816337081	0.000592158461927216
30-May-2023 05:15:24	0.000728385710283804	0.000569965623103727
30-May-2023 05:15:26	0.000523279922390357	0.000592158461927216
30-May-2023 05:15:27	0.000677109263310443	0.000592158461927216
30-May-2023 05:15:28	0.00790708828655447	0.000658736978397683
30-May-2023 05:15:29	0.000574556369363719	0.000614351300750705
30-May-2023 05:15:30	0.000574556369363719	0.000547772784280238
30-May-2023 06:45:09	0.000830938604230528	0.000614351300750705
30-May-2023 06:45:10	0.000625832816337081	0.000525579945456749
30-May-2023 06:45:11	0.000625832816337081	0.000569965623103727
30-May-2023 06:45:12	0.000523279922390357	0.001036015238397
30-May-2023 06:45:13	0.000574556369363719	0.000592158461927216
30-May-2023 06:45:14	0.000677109263310443	0.00050338710663326
30-May-2023 06:45:15	0.000574556369363719	0.000614351300750705
30-May-2023 06:45:17	0.000677109263310443	0.000614351300750705
30-May-2023 06:45:18	0.000574556369363719	0.000636544139574194
30-May-2023 06:45:19	0.000574556369363719	0.000547772784280238
30-May-2023 06:45:20	0.000677109263310443	0.000525579945456749
30-May-2023 06:45:21	0.000625832816337081	0.00050338710663326
30-May-2023 06:45:22	0.00103604439212398	0.000547772784280238
30-May-2023 06:45:23	0.000728385710283804	0.000481194267809771
30-May-2023 06:45:24	0.000574556369363719	0.00050338710663326
30-May-2023 06:45:26	0.000728385710283804	0.000569965623103727
